nupdates,total_timesteps,policy_loss,explained_variance,time_elapsed,serial_timesteps,approxkl,clipfrac,ep_rewmean,policy_entropy,eplenmean,fps,value_loss
197,882560,-0.017927041,0.48023295402526855,2458.2907905578613,806912,0.020565074,0.26591796,2870.87141516,6.5005326,700.21,322,0.020912718
198,887040,-0.019701237,0.5392227172851562,2470.9977231025696,811008,0.020769227,0.27294922,2842.77871207,6.4495554,693.16,321,0.025192056
199,891520,-0.016919978,0.4863564968109131,2483.7529373168945,815104,0.023586547,0.29560548,2941.04758207,6.4374094,714.88,324,0.025478551
200,896000,-0.0184994,0.49336308240890503,2496.364166021347,819200,0.021878738,0.2759033,2978.1498249499996,6.4349566,722.49,326,0.032426175
201,900480,-0.021602467,0.6383654475212097,2508.900884628296,823296,0.02310219,0.2903076,2912.74210602,6.422017,707.28,326,0.03349947
202,904960,-0.019556904,0.6146035194396973,2521.453690767288,827392,0.021653261,0.2800781,2836.17543387,6.4293175,689.23,325,0.032481924
203,909440,-0.018750958,0.4565314054489136,2534.0213294029236,831488,0.022982538,0.29782715,2900.5017451999993,6.415418,703.25,325,0.0343219
204,913920,-0.022747086,0.7236447036266327,2546.59738445282,835584,0.022153579,0.27729493,2925.5467051100004,6.4086494,708.26,328,0.015309898
205,918400,-0.019087775,0.6840740144252777,2559.0755434036255,839680,0.020542333,0.2741455,2925.3679129700004,6.405777,708.36,326,0.027660415
206,922880,-0.025724579,0.7251299023628235,2571.603716611862,843776,0.023803923,0.29333496,2854.2748835199995,6.408297,692.45,331,0.025961604
207,927360,-0.019268606,0.5500923991203308,2583.971992969513,847872,0.02171914,0.28310546,2860.7450724299997,6.4201202,693.06,331,0.027199337
208,931840,-0.017852373,0.4897986054420471,2596.3125360012054,851968,0.020881522,0.2718506,2876.17961353,6.411269,696.78,327,0.027977828
209,936320,-0.02352043,0.5914176106452942,2608.809412240982,856064,0.023428109,0.29553223,2836.025626679999,6.40603,687.9,341,0.0271898
210,940800,-0.021797106,0.5829248130321503,2620.788785457611,860160,0.02477698,0.314917,2839.1415395199997,6.3865447,687.36,352,0.03078593
211,945280,-0.0192951,0.4446030855178833,2632.423796892166,864256,0.020726379,0.26745605,2819.77630559,6.348851,682.69,327,0.036386736
212,949760,-0.024132825,0.4644239544868469,2644.9204173088074,868352,0.024025097,0.3062256,2770.90795359,6.321363,671.32,322,0.032177176
213,954240,-0.023345286,0.5443216264247894,2657.636662006378,872448,0.02198036,0.2803711,2714.4810493100003,6.3270755,658.99,323,0.028416444
214,958720,-0.021154959,0.5642489790916443,2670.295697450638,876544,0.02272802,0.29536134,2707.4086368799994,6.330964,657.95,321,0.027932953
215,963200,-0.017485369,0.46462851762771606,2683.0172255039215,880640,0.022184532,0.27995604,2677.43371753,6.333858,650.69,321,0.03254198
216,967680,-0.019103035,0.46748781204223633,2695.741729259491,884736,0.025451282,0.30964357,2761.9977641399996,6.3324413,669.34,328,0.026863074
217,972160,-0.024837503,0.6123712062835693,2708.2169828414917,888832,0.023939352,0.30209962,2747.8604173900007,6.341811,666.31,322,0.027047113
218,976640,-0.016056178,0.5462394058704376,2720.927585363388,892928,0.025171492,0.30488282,2787.8595341200003,6.3186507,675.07,322,0.024579342
219,981120,-0.022513978,0.2913808822631836,2733.626227378845,897024,0.025142008,0.30981445,2809.2583078000007,6.3065825,679.59,320,0.04143645
220,985600,-0.020196205,0.5125398933887482,2746.3879203796387,901120,0.021952663,0.28620607,2663.29607945,6.296749,646.82,318,0.03553753
221,990080,-0.018849265,0.49038785696029663,2759.257357597351,905216,0.024442455,0.29919434,2710.60360075,6.2900133,656.83,317,0.029805848
222,994560,-0.021989755,0.5213414132595062,2772.1560769081116,909312,0.02344278,0.29587403,2700.8251842000004,6.283617,655.37,315,0.028003896
223,999040,-0.01684912,0.4350603222846985,2785.1313264369965,913408,0.024064433,0.31193846,2770.6429879299994,6.29148,671.57,312,0.027992388
224,1003520,-0.012568097,0.22279542684555054,2798.2487077713013,917504,0.023758715,0.29975587,2813.5654072800007,6.277564,682.26,309,0.025644049
225,1008000,-0.017724138,0.2538576126098633,2811.4872460365295,921600,0.022386195,0.28720704,2854.1207953900007,6.240985,690.73,315,0.02533623
226,1012480,-0.02017474,0.588978111743927,2824.455803632736,925696,0.023634925,0.301416,2851.2034696299997,6.254939,690.0,318,0.027485931
227,1016960,-0.017928552,0.5638770461082458,2837.3314850330353,929792,0.02233373,0.29399413,2867.9987020799995,6.2612877,694.54,315,0.022395808
228,1021440,-0.017954903,0.310638427734375,2850.3139600753784,933888,0.023617242,0.3019043,2917.9314446699996,6.2469444,706.33,326,0.028562162
229,1025920,-0.014637162,0.39557111263275146,2862.869288921356,937984,0.021300238,0.27700195,2912.97148576,6.2694354,705.17,324,0.027673637
230,1030400,-0.019417588,0.49107152223587036,2875.4880454540253,942080,0.024453778,0.30649415,2976.5417335900006,6.2777834,719.56,318,0.020614913
231,1034880,-0.017778689,0.5123451054096222,2888.334317445755,946176,0.020554665,0.2694336,2992.0002963800002,6.2885084,722.85,326,0.03304004
232,1039360,-0.018225271,0.5735319256782532,2900.8628911972046,950272,0.022361785,0.28774413,3004.4398407200006,6.2839518,725.04,326,0.023405174
233,1043840,-0.021756511,0.6732953190803528,2913.3901834487915,954368,0.023463532,0.29401857,2941.50738769,6.2940655,711.25,324,0.030337429
234,1048320,-0.016105864,0.3022417426109314,2926.022583961487,958464,0.022958433,0.29919434,3007.495631970001,6.3069034,725.79,321,0.02663466
235,1052800,-0.019742822,0.5574575960636139,2938.772682905197,962560,0.02134662,0.28498536,3092.0232635600005,6.311095,743.49,317,0.018540919
236,1057280,-0.018921543,0.7066884636878967,2951.655256986618,966656,0.022143552,0.28779298,3037.5455668800005,6.3505244,731.16,320,0.026168933
237,1061760,-0.0164558,0.5724982619285583,2964.4186589717865,970752,0.020985648,0.2717041,3093.5508842000004,6.365686,742.17,321,0.021851923
238,1066240,-0.017299265,0.38306790590286255,2977.1791994571686,974848,0.021781808,0.2849121,3187.9182613499997,6.3861423,763.18,323,0.029960498
239,1070720,-0.017862633,0.35724377632141113,2989.841443300247,978944,0.022722866,0.29401857,3238.2154982699994,6.386328,773.74,326,0.02936784
240,1075200,-0.021958714,0.5775334239006042,3002.397395849228,983040,0.023791004,0.29912108,3225.0828627799997,6.3607893,769.63,326,0.02589542
241,1079680,-0.023710318,0.6197834610939026,3014.9276793003082,987136,0.022393841,0.2897461,3146.7996818100005,6.333558,751.55,323,0.030734848
242,1084160,-0.017645344,0.5350257158279419,3027.608813524246,991232,0.023326237,0.29121095,3064.45662173,6.323563,731.52,328,0.03340848
243,1088640,-0.01857445,0.5300312042236328,3040.0670294761658,995328,0.023338603,0.29753417,3003.4091903500002,6.322702,717.95,328,0.031518392
244,1093120,-0.019217243,0.5386806130409241,3052.551075220108,999424,0.023507746,0.30100098,3025.0098078700003,6.307539,722.42,327,0.024420233
245,1097600,-0.019522598,0.4019797444343567,3065.050772666931,1003520,0.02227598,0.29069823,3045.5917596000004,6.2806883,726.97,323,0.024430644
246,1102080,-0.017649803,0.4997240900993347,3077.708357810974,1007616,0.0208149,0.2755371,3025.443954230001,6.25266,721.83,321,0.026389444
247,1106560,-0.018391777,0.3021451234817505,3090.4444348812103,1011712,0.02423073,0.30859375,3074.1817791300005,6.262294,732.04,325,0.024886396
248,1111040,-0.01812515,0.2656981348991394,3103.034780740738,1015808,0.023305448,0.2939209,3059.92602673,6.284719,727.59,323,0.038065366
249,1115520,-0.019147668,0.35211604833602905,3115.703255176544,1019904,0.024590502,0.3125,3114.08651451,6.2852235,740.21,318,0.02886632
250,1120000,-0.01748663,0.4647204279899597,3128.558591365814,1024000,0.022354234,0.29660645,3121.5443953200006,6.267419,741.59,322,0.022168707
251,1124480,-0.0167485,0.4408377408981323,3141.26674079895,1028096,0.023518074,0.294458,3161.30521192,6.256648,749.32,311,0.032424137
252,1128960,-0.01948227,0.39716851711273193,3154.414422750473,1032192,0.0217328,0.29072267,3150.1936392000002,6.258736,747.2,317,0.032788984
253,1133440,-0.021127509,0.48769110441207886,3167.3172092437744,1036288,0.024152335,0.3034668,3087.7654184600005,6.259328,734.12,320,0.025816739
254,1137920,-0.019269405,0.4250444769859314,3180.0869665145874,1040384,0.0224422,0.2963623,3181.6073357100004,6.2535696,755.46,327,0.02526829
255,1142400,-0.016942067,0.5204824507236481,3192.5971031188965,1044480,0.024007993,0.30131835,3167.6716273399998,6.252797,752.49,328,0.026476592
256,1146880,-0.020719973,0.5509739220142365,3205.051032066345,1048576,0.021719234,0.28115234,3058.4862381,6.2483187,728.55,326,0.03435723
257,1151360,-0.018852554,0.7201848328113556,3217.579761505127,1052672,0.021248035,0.27492675,3031.316699510001,6.237117,722.24,328,0.018538209
258,1155840,-0.020031441,0.6533797979354858,3230.036207675934,1056768,0.022827465,0.28718263,3045.96050553,6.2231317,725.23,322,0.025859285
259,1160320,-0.01891058,0.5914107263088226,3242.7502195835114,1060864,0.021960082,0.28154296,3118.2257124699995,6.215516,740.79,326,0.029097676
260,1164800,-0.019495143,0.6826708614826202,3255.2923333644867,1064960,0.022082783,0.28681642,3162.489589120001,6.21442,749.81,326,0.018902007
261,1169280,-0.019349871,0.3986312747001648,3267.849714756012,1069056,0.022029767,0.2927246,3222.3528187099996,6.211871,762.79,322,0.030730158
262,1173760,-0.020807847,0.5020354688167572,3280.5601892471313,1073152,0.024887023,0.2992676,3285.71381315,6.181539,776.04,325,0.026179954
263,1178240,-0.016633157,0.4269588589668274,3293.127527952194,1077248,0.022428267,0.29001465,3313.0692208199994,6.163593,781.5,321,0.026685959
264,1182720,-0.017593902,0.4545323848724365,3305.888112783432,1081344,0.022373078,0.28564453,3261.0132064699997,6.152896,768.39,321,0.032592103
265,1187200,-0.014334023,0.2042938470840454,3318.6192383766174,1085440,0.02373466,0.30441895,3278.7457773000006,6.15224,771.87,323,0.032450914
266,1191680,-0.017084861,0.2513943910598755,3331.28346323967,1089536,0.024243046,0.29584962,3281.14562281,6.1221876,771.87,323,0.025443023
267,1196160,-0.02053941,0.377859890460968,3343.9601078033447,1093632,0.022608722,0.2918457,3331.5861442699993,6.104097,781.79,322,0.023117458
268,1200640,-0.018604096,0.49339407682418823,3356.674947977066,1097728,0.024143502,0.30776367,3362.9588512900004,6.0940456,788.98,324,0.023995247
269,1205120,-0.017392589,0.46507060527801514,3369.3103506565094,1101824,0.021855932,0.28498536,3350.517143700001,6.087146,786.16,325,0.021080593
270,1209600,-0.022799851,0.5007311105728149,3381.9048120975494,1105920,0.022867702,0.2973877,3363.94299416,6.1056433,788.18,323,0.02544406
271,1214080,-0.024326738,0.7146686017513275,3394.584745168686,1110016,0.02274908,0.28684083,3244.37304359,6.095905,761.94,325,0.031067485
272,1218560,-0.016814467,0.2644662857055664,3407.172999858856,1114112,0.021781396,0.29228514,3295.95910445,6.098161,773.0,325,0.02606837
273,1223040,-0.018169925,0.40325963497161865,3419.77556347847,1118208,0.024218358,0.3041504,3294.49543104,6.079889,772.76,329,0.028942237
274,1227520,-0.018467024,0.3683626651763916,3432.195013523102,1122304,0.027849004,0.3206787,3248.8670893200006,6.086388,763.59,326,0.025955433
275,1232000,-0.014061451,0.3139379024505615,3444.750619649887,1126400,0.024920544,0.30903322,3358.0424462200003,6.0998464,786.85,329,0.031983778
276,1236480,-0.018073892,0.33549952507019043,3457.166262149811,1130496,0.022157736,0.28059083,3413.20800587,6.0811234,798.58,328,0.025243029
277,1240960,-0.018221313,0.41910481452941895,3469.6482083797455,1134592,0.023182798,0.30290526,3419.9236801199995,6.063506,799.36,322,0.03888116
278,1245440,-0.02199178,0.5394140183925629,3482.355425596237,1138688,0.024475565,0.30693358,3367.433820110001,6.0474734,788.0,328,0.02717343
279,1249920,-0.021317314,0.46808356046676636,3494.8390033245087,1142784,0.025465379,0.31750488,3334.3779546,6.0274315,780.38,327,0.032819647
280,1254400,-0.0199542,0.6047312021255493,3507.334089756012,1146880,0.023950592,0.30407715,3309.4209279400006,6.0043736,773.57,326,0.027859334
281,1258880,-0.020369308,0.5105979442596436,3519.891092300415,1150976,0.027320892,0.32075197,3324.8650226899986,5.9813275,776.12,322,0.028452914
282,1263360,-0.024325881,0.6876643896102905,3532.6042873859406,1155072,0.024286056,0.30212402,3180.8462686899998,5.953743,743.56,320,0.03760419
283,1267840,-0.021045875,0.6496206223964691,3545.3902781009674,1159168,0.023837898,0.30366212,3160.8898601800006,5.9428225,736.8,318,0.024557259
284,1272320,-0.021803573,0.6910587251186371,3558.2635781764984,1163264,0.02466922,0.29943848,3005.6500217600005,5.954276,701.56,322,0.03329714
285,1276800,-0.018342374,0.334109902381897,3570.9773473739624,1167360,0.024707224,0.31203613,3029.7119915,5.9357905,703.97,318,0.030296642
286,1281280,-0.01853894,0.5758756995201111,3583.8427369594574,1171456,0.02491548,0.3128418,2987.45670844,5.894999,692.42,315,0.025819695
287,1285760,-0.015757928,0.49056529998779297,3596.8300812244415,1175552,0.026075806,0.3113037,3029.7282202399992,5.8625293,700.05,326,0.03099469
288,1290240,-0.02185954,0.8000400215387344,3609.3782262802124,1179648,0.025037536,0.30947265,3056.07832113,5.8687983,702.64,326,0.01935206
289,1294720,-0.017348696,0.43090295791625977,3621.9363770484924,1183744,0.024660308,0.30576172,3097.40191488,5.8738737,709.09,324,0.035488565
290,1299200,-0.017553372,0.5587667524814606,3634.5617656707764,1187840,0.026258627,0.3236084,3103.64126833,5.892271,707.02,327,0.023334151
291,1303680,-0.019260792,0.4647073745727539,3647.075184583664,1191936,0.026920334,0.32702637,3169.42526497,5.873163,718.63,328,0.030032462
292,1308160,-0.01909164,0.6978214383125305,3659.561964035034,1196032,0.024452943,0.3059326,3108.92568405,5.856234,703.76,325,0.023576051
293,1312640,-0.017811429,0.3238599896430969,3672.130284309387,1200128,0.024917725,0.31264648,3116.163297379999,5.860957,704.09,327,0.03470628
294,1317120,-0.013524639,0.35893696546554565,3684.642515897751,1204224,0.023625473,0.2935791,3145.64800576,5.846727,709.47,329,0.02758446
295,1321600,-0.020948414,0.5853627920150757,3697.071410894394,1208320,0.025116991,0.30512697,3152.4508174600005,5.8672543,709.95,326,0.032263152
296,1326080,-0.01720775,0.5976890027523041,3709.603192090988,1212416,0.023193602,0.29658204,3224.12589578,5.852419,724.29,329,0.022652041
297,1330560,-0.018043244,0.47311675548553467,3722.0293419361115,1216512,0.025951829,0.32004395,3251.8374105000003,5.7995267,729.71,327,0.027628506
298,1335040,-0.017787995,0.4225664734840393,3734.539493083954,1220608,0.025382582,0.31469727,3340.6559201200002,5.7683935,748.46,325,0.02918635
299,1339520,-0.021596631,0.6595337390899658,3747.1200988292694,1224704,0.026707595,0.3265625,3263.3674753500004,5.7458143,731.48,325,0.030776951
300,1344000,-0.015492317,0.5867372751235962,3759.7081649303436,1228800,0.025340665,0.31989747,3399.02326296,5.728965,759.71,324,0.02210423
301,1348480,-0.013826964,0.5096349120140076,3772.3138625621796,1232896,0.027203549,0.3260742,3464.2841300399996,5.701572,772.61,328,0.030287977
302,1352960,-0.017966738,0.2926497459411621,3784.799486398697,1236992,0.026272392,0.32089844,3534.5956676099995,5.709529,787.19,321,0.029039402
303,1357440,-0.014495741,0.6251413822174072,3797.5447804927826,1241088,0.0241027,0.30566406,3626.47109281,5.6819344,805.91,327,0.024916861
304,1361920,-0.023724793,0.6778041124343872,3810.04132771492,1245184,0.026036624,0.32321778,3640.65607329,5.665815,809.6,321,0.022073578
305,1366400,-0.01906235,0.6751694083213806,3822.7692658901215,1249280,0.023989268,0.30524904,3569.34547777,5.6459856,794.27,323,0.031415574
306,1370880,-0.013801408,0.3041090965270996,3835.4477322101593,1253376,0.02499086,0.30996093,3591.5436966800003,5.6382246,798.94,318,0.029190203
307,1375360,-0.01873584,0.4780411124229431,3848.2896535396576,1257472,0.027426485,0.33215332,3651.37767577,5.65034,811.03,326,0.02504379
308,1379840,-0.013775642,0.26095378398895264,3860.84725856781,1261568,0.025916865,0.3144043,3726.91554851,5.6506405,826.58,333,0.0314646
309,1384320,-0.01563441,0.29979050159454346,3873.116434574127,1265664,0.026382452,0.32109374,3768.344419829999,5.654031,834.67,329,0.03551317
310,1388800,-0.016155222,0.4575003385543823,3885.5356488227844,1269760,0.02322262,0.29362792,3693.4399138000003,5.649958,819.79,334,0.036227815
311,1393280,-0.017984971,0.47505438327789307,3897.7979669570923,1273856,0.026916921,0.33010253,3691.64634708,5.6416965,819.1,328,0.030965474
312,1397760,-0.02458403,0.7602684050798416,3910.25568318367,1277952,0.025293667,0.31538087,3741.137082049999,5.6158032,828.89,332,0.019033786
313,1402240,-0.020298801,0.7203567922115326,3922.558269739151,1282048,0.025617119,0.3088867,3652.53458583,5.6155486,810.34,330,0.030467164
314,1406720,-0.018797625,0.5269456207752228,3934.952228307724,1286144,0.027215078,0.32587892,3623.2102039599995,5.612157,803.62,333,0.027581155
315,1411200,-0.014712592,0.5583741068840027,3947.2492442131042,1290240,0.027594175,0.3326172,3672.897120099999,5.5841455,813.97,326,0.023284307
316,1415680,-0.021605726,0.4281662702560425,3959.7993540763855,1294336,0.028547158,0.34055176,3685.49248312,5.569986,815.22,328,0.029661607
317,1420160,-0.018752579,0.5628943741321564,3972.2652022838593,1298432,0.02681024,0.31313476,3659.4225813600005,5.530844,808.99,323,0.0315514
318,1424640,-0.018374862,0.4748493432998657,3984.9380424022675,1302528,0.028256575,0.3330078,3565.1220196000004,5.491353,788.01,321,0.032926142
319,1429120,-0.020631641,0.4331139922142029,3997.6705944538116,1306624,0.026926827,0.31884766,3624.6705419800005,5.5086536,799.23,324,0.034985594
320,1433600,-0.020854544,0.5243464410305023,4010.2925503253937,1310720,0.027357096,0.3165039,3582.0904450999997,5.5100884,790.58,322,0.031188633
321,1438080,-0.022028312,0.45042145252227783,4022.9981553554535,1314816,0.02645051,0.32214355,3551.3912375400005,5.5222554,783.73,317,0.030126303
322,1442560,-0.0173465,0.45442914962768555,4035.902549982071,1318912,0.025374647,0.31950682,3522.9493511900005,5.5112534,777.86,324,0.028423464
323,1447040,-0.01591515,0.29052698612213135,4048.507980823517,1323008,0.027856413,0.33686525,3541.1301988399996,5.4964347,781.08,324,0.026717696
324,1451520,-0.023032293,0.6186283826828003,4061.1339988708496,1327104,0.026470736,0.32163087,3582.17110248,5.4656205,789.22,324,0.02639229
325,1456000,-0.015025144,0.3319401144981384,4073.7435364723206,1331200,0.026731715,0.32790527,3604.25174237,5.464761,793.57,326,0.028422544
326,1460480,-0.014996867,0.24181753396987915,4086.2734270095825,1335296,0.028505608,0.32946777,3611.16959909,5.4940033,794.59,322,0.03701242
327,1464960,-0.019093277,0.4405837059020996,4098.982946395874,1339392,0.028263709,0.3260742,3537.4278104699997,5.5169506,779.58,323,0.028880525
328,1469440,-0.018988496,0.594129890203476,4111.626213788986,1343488,0.025181418,0.30305177,3492.1430972199996,5.504986,769.8,324,0.031825077
329,1473920,-0.018712321,0.5267838835716248,4124.237859010696,1347584,0.025644625,0.32231444,3570.2713801500004,5.4910808,784.08,325,0.024195522
330,1478400,-0.015616228,0.5088979005813599,4136.830497503281,1351680,0.028196122,0.3236084,3593.8265545799995,5.4724636,787.28,323,0.030900324
331,1482880,-0.021578157,0.7833538204431534,4149.494265079498,1355776,0.02402268,0.30029297,3555.8408464199997,5.471696,779.11,326,0.017666508
332,1487360,-0.020439755,0.7550736963748932,4162.05003285408,1359872,0.026271686,0.32145995,3584.3838478199996,5.476214,783.84,330,0.022360746
333,1491840,-0.013298249,0.33891361951828003,4174.42839217186,1363968,0.025988366,0.31098634,3660.7041104699997,5.486712,799.45,330,0.030476874
334,1496320,-0.01824878,0.5337023735046387,4186.834429979324,1368064,0.027806226,0.33205566,3640.9919301199993,5.483405,793.84,326,0.02902021
335,1500800,-0.020643648,0.8675581216812134,4199.369436979294,1372160,0.023311788,0.29580078,3548.119526600001,5.5183764,774.64,327,0.016336396
336,1505280,-0.024593031,0.900306336581707,4211.8621237277985,1376256,0.024700966,0.30759278,3462.01003609,5.5279627,757.82,327,0.013597682
337,1509760,-0.017486263,0.36813926696777344,4224.373381614685,1380352,0.025851127,0.31894532,3465.6979967100006,5.5205593,758.9,329,0.02801994
338,1514240,-0.019448388,0.6128953993320465,4236.818690538406,1384448,0.025201302,0.3052246,3495.1031534699996,5.520952,764.58,329,0.025645256
339,1518720,-0.017586134,0.49072587490081787,4249.234648942947,1388544,0.026086863,0.3239502,3575.1161030600006,5.535683,779.87,331,0.03173576
340,1523200,-0.019616261,0.7417677640914917,4261.605844497681,1392640,0.025640136,0.3138916,3586.27931386,5.5305433,782.48,333,0.01591616
341,1527680,-0.017742002,0.6531201303005219,4273.88614654541,1396736,0.026110495,0.3199951,3569.96893711,5.536927,779.06,329,0.024579879
342,1532160,-0.0156286,0.5437691509723663,4286.3102684021,1400832,0.02454822,0.30446777,3592.73648402,5.5348845,783.05,324,0.027363826
343,1536640,-0.016870802,0.356376051902771,4298.930464506149,1404928,0.02527898,0.315625,3631.4136329799994,5.5458393,790.93,322,0.032037057
344,1541120,-0.013693993,0.26545244455337524,4311.613781452179,1409024,0.024998158,0.31105956,3629.1945369799996,5.560681,791.26,324,0.02860044
345,1545600,-0.020859849,0.5262539088726044,4324.220351457596,1413120,0.02689687,0.3243164,3572.8652439900006,5.5796824,781.72,327,0.025691826
346,1550080,-0.026282225,0.6767261922359467,4336.716726064682,1417216,0.025887523,0.31879884,3532.1418420600003,5.5572844,774.96,329,0.025245119
347,1554560,-0.021050738,0.5894148051738739,4349.160531282425,1421312,0.028750326,0.34313965,3535.7085972200016,5.5213118,778.71,332,0.028691614
348,1559040,-0.014573559,0.4312405586242676,4361.482833147049,1425408,0.02594683,0.32180175,3535.921630500001,5.484942,781.02,331,0.02379252
349,1563520,-0.019140963,0.623699963092804,4373.854406118393,1429504,0.025196958,0.3119629,3517.5968819199998,5.4607353,778.75,332,0.02473264
350,1568000,-0.024970524,0.6317029595375061,4386.166407585144,1433600,0.02730466,0.32561034,3464.17572483,5.426963,769.27,335,0.02789842
351,1572480,-0.016905207,0.6443727612495422,4398.371613025665,1437696,0.027214225,0.31472167,3516.86568369,5.408304,780.31,332,0.021021085
352,1576960,-0.02316529,0.6747174561023712,4410.6805210113525,1441792,0.026916657,0.3190674,3298.3255850399996,5.4302444,738.39,328,0.028894177
353,1581440,-0.02075491,0.5725280940532684,4423.134857177734,1445888,0.027195971,0.3321045,3366.088429039999,5.4314613,752.49,333,0.021328062
354,1585920,-0.017742937,0.506042867898941,4435.4039425849915,1449984,0.027560148,0.32980958,3451.35640759,5.4312057,770.54,334,0.020847429
355,1590400,-0.020039009,0.5148912370204926,4447.646037340164,1454080,0.027814081,0.32783204,3499.1460151,5.412144,780.22,332,0.024698544
356,1594880,-0.017409893,0.15416550636291504,4459.968642950058,1458176,0.027679553,0.33271486,3624.0224267599992,5.3916183,805.38,334,0.027924657
357,1599360,-0.016443316,0.31490951776504517,4472.2259023189545,1462272,0.025829062,0.31274414,3544.4775555199994,5.4159575,790.69,333,0.035039496
358,1603840,-0.013566035,0.4487355947494507,4484.506979465485,1466368,0.027376369,0.33291015,3565.4651141100003,5.4379034,797.07,334,0.02500479
359,1608320,-0.017135208,0.2620094418525696,4496.740311384201,1470464,0.02378777,0.30083007,3576.13139949,5.4143224,801.17,333,0.024425393
360,1612800,-0.017091885,0.3007122278213501,4509.016071557999,1474560,0.028721932,0.33896485,3563.97007644,5.404481,799.58,329,0.029744228
361,1617280,-0.017349834,0.41827499866485596,4521.464356184006,1478656,0.026622301,0.3265381,3560.4379629300006,5.3848124,801.32,330,0.022185534
362,1621760,-0.016615406,0.3803955316543579,4533.8433673381805,1482752,0.027333,0.3281494,3548.0363267099997,5.3554564,800.32,329,0.028110638
363,1626240,-0.022096073,0.6186516582965851,4546.2786746025085,1486848,0.028219631,0.3401367,3513.4766214100005,5.3153915,793.48,323,0.023735166
364,1630720,-0.014822696,0.29472965002059937,4558.949756860733,1490944,0.026312944,0.3248535,3516.4552797300003,5.3195763,793.79,320,0.024071148
365,1635200,-0.016008373,0.2405325174331665,4571.745658159256,1495040,0.02530987,0.31608886,3561.530905739999,5.3392854,803.02,318,0.026058625
366,1639680,-0.01683037,0.513262927532196,4584.597054243088,1499136,0.024086393,0.30490723,3667.6329359099996,5.337972,824.27,323,0.02126105
367,1644160,-0.021621514,0.2569347023963928,4597.265283584595,1503232,0.026396785,0.32624513,3696.5768748100004,5.3230844,828.42,322,0.031979743
368,1648640,-0.018343186,0.3003740906715393,4609.982172966003,1507328,0.028895747,0.32685548,3657.39835861,5.3334746,819.77,329,0.029890258
369,1653120,-0.023412103,0.5437620282173157,4622.395924568176,1511424,0.029168755,0.3376953,3608.5787336200005,5.3263316,807.9,329,0.032785818
370,1657600,-0.02309168,0.5219106376171112,4634.845923423767,1515520,0.02840954,0.31989747,3542.7326564600003,5.3137956,792.8,335,0.034881197
371,1662080,-0.023562055,0.5659812986850739,4647.041869878769,1519616,0.02811135,0.32387695,3538.2815731600003,5.2963457,789.41,329,0.04245779
372,1666560,-0.019486133,0.3786369562149048,4659.472626924515,1523712,0.024747439,0.31237793,3525.83922047,5.287004,786.99,331,0.03692078
373,1671040,-0.02167798,0.5244904160499573,4671.831688165665,1527808,0.028314957,0.33063966,3431.7216623499994,5.2681,765.32,326,0.03630636
374,1675520,-0.022757063,0.5171001255512238,4684.380766391754,1531904,0.032680698,0.36496583,3373.43759091,5.217099,752.82,323,0.03251874
375,1680000,-0.018598478,0.36194539070129395,4697.060389995575,1536000,0.02651992,0.32609862,3387.10246715,5.2205687,754.9,324,0.03194974
376,1684480,-0.017899577,0.30773383378982544,4709.671503305435,1540096,0.028522143,0.3355713,3432.87122804,5.2211385,763.13,324,0.027743846
377,1688960,-0.014913815,0.5086694955825806,4722.284503221512,1544192,0.025243854,0.31208497,3394.99172864,5.226557,753.79,325,0.028134802
378,1693440,-0.02109209,0.4940120577812195,4734.852784395218,1548288,0.027246233,0.33046874,3278.16187461,5.2428083,726.51,326,0.038703796
379,1697920,-0.021436278,0.5360372960567474,4747.382198572159,1552384,0.031644076,0.34973145,3181.11653621,5.231352,703.47,326,0.036421455
380,1702400,-0.01432365,0.34237945079803467,4759.943697452545,1556480,0.02833479,0.3323242,3210.7056017899995,5.214694,707.77,326,0.028115788
381,1706880,-0.016816521,0.39090055227279663,4772.505384922028,1560576,0.026070345,0.3181885,3225.6745689400004,5.223953,709.65,322,0.031924773
382,1711360,-0.023047134,0.3569371700286865,4785.197761058807,1564672,0.02709644,0.33247072,3076.98710944,5.2284455,677.76,320,0.047016516
383,1715840,-0.020081924,0.3969206213951111,4797.976309776306,1568768,0.029501509,0.34174806,3036.31073593,5.20804,668.64,320,0.032359578
384,1720320,-0.016949717,0.399137020111084,4810.7448942661285,1572864,0.027971128,0.33720702,3103.68326224,5.205626,681.92,325,0.024554532
385,1724800,-0.01262455,0.29038435220718384,4823.316624403,1576960,0.026420448,0.3208252,3118.39909757,5.217602,684.89,330,0.027176637
386,1729280,-0.0199693,0.40612441301345825,4835.714888811111,1581056,0.027656937,0.33159178,3140.7508959300008,5.205083,690.54,329,0.03250291
387,1733760,-0.020586895,0.4496995806694031,4848.159122228622,1585152,0.029418081,0.35075682,3177.971863460001,5.170847,699.04,328,0.034716
388,1738240,-0.019096635,0.4161655306816101,4860.638218402863,1589248,0.027674576,0.33190918,3261.6789785200003,5.148368,716.66,329,0.032200567
389,1742720,-0.016697017,0.29585492610931396,4873.059159994125,1593344,0.028023854,0.33706054,3372.8415198099997,5.142686,740.21,329,0.035531975
390,1747200,-0.022751741,0.4536636471748352,4885.504166841507,1597440,0.030016914,0.34455568,3373.69511023,5.172945,740.45,329,0.03257939
