nupdates,total_timesteps,policy_loss,explained_variance,time_elapsed,serial_timesteps,approxkl,clipfrac,ep_rewmean,policy_entropy,eplenmean,fps,value_loss
391,1751680,-0.019309334,0.33463960886001587,4897.9309866428375,1601536,0.03130231,0.36237794,3450.8421329199996,5.1754065,757.44,329,0.028780213
392,1756160,-0.017800363,0.24411582946777344,4910.360310554504,1605632,0.026871497,0.32290038,3494.3809180600006,5.160047,766.83,324,0.027494004
393,1760640,-0.018612973,0.3342399597167969,4923.0026977062225,1609728,0.026665878,0.32678223,3492.24181314,5.1579747,767.81,323,0.029181223
394,1765120,-0.018679049,0.40180158615112305,4935.647369623184,1613824,0.02699798,0.32924804,3521.35668884,5.1552563,774.01,327,0.023221018
395,1769600,-0.020163918,0.46697235107421875,4948.159695386887,1617920,0.026904529,0.32004395,3421.34182131,5.152834,753.78,332,0.036539488
396,1774080,-0.017743008,0.2589758038520813,4960.479769229889,1622016,0.031191478,0.3602539,3495.4841004499995,5.127183,770.75,331,0.028184518
397,1778560,-0.016308723,0.25175970792770386,4972.820911407471,1626112,0.026447237,0.32419434,3580.7979972000007,5.1265197,789.31,333,0.026875298
398,1783040,-0.016389841,0.20359891653060913,4985.089024066925,1630208,0.025299704,0.3074707,3678.4714264900003,5.1494384,810.12,332,0.0273821
399,1787520,-0.019979972,0.401358425617218,4997.394306182861,1634304,0.028592939,0.34389648,3727.26141716,5.132122,820.68,332,0.029873509
400,1792000,-0.020603176,0.36898088455200195,5009.720019340515,1638400,0.027669799,0.32705078,3675.27214449,5.1295023,810.96,327,0.027906552
401,1796480,-0.01399493,0.25819581747055054,5022.213219642639,1642496,0.025635054,0.3187744,3692.28666383,5.11286,815.78,328,0.032867234
402,1800960,-0.017121231,0.3654123544692993,5034.671420812607,1646592,0.028708791,0.33122557,3717.5475871500003,5.123618,820.24,325,0.035296284
403,1805440,-0.01834,0.40462732315063477,5047.274163007736,1650688,0.029471468,0.341626,3697.06892378,5.1634116,817.0,324,0.027782818
404,1809920,-0.019127082,0.26949024200439453,5059.880258798599,1654784,0.026752511,0.325,3745.3112733600005,5.157344,826.66,324,0.026693022
405,1814400,-0.02066924,0.4496508240699768,5072.501932144165,1658880,0.028787538,0.34331053,3664.27477801,5.169957,811.26,330,0.03146661
406,1818880,-0.021912858,0.5933232009410858,5084.906962633133,1662976,0.026112828,0.3118164,3576.16653119,5.1732183,792.77,324,0.04137853
407,1823360,-0.023289485,0.5824083387851715,5097.533972501755,1667072,0.0294756,0.3465088,3412.22117452,5.1554613,759.25,325,0.03601719
408,1827840,-0.022899125,0.37161844968795776,5110.122670412064,1671168,0.031087926,0.34379882,3351.3184566699997,5.1429696,745.63,325,0.035314232
409,1832320,-0.018446647,0.22659730911254883,5122.70422577858,1675264,0.03222067,0.35986328,3464.68367842,5.102008,768.38,326,0.035332434
410,1836800,-0.019043047,0.25214076042175293,5135.261299133301,1679360,0.028423335,0.3421631,3469.0528775999996,5.0489464,768.38,330,0.028060928
411,1841280,-0.019710552,0.26040971279144287,5147.6435532569885,1683456,0.02850677,0.33894044,3465.8938680999995,5.0250463,766.36,326,0.028055882
412,1845760,-0.01786627,0.3143359422683716,5160.179707288742,1687552,0.029400248,0.34365234,3513.3974654500007,5.023913,773.78,331,0.027783904
413,1850240,-0.017890366,0.30409079790115356,5172.552461862564,1691648,0.027147263,0.33007812,3499.6957092099997,4.9921265,769.83,329,0.03602127
414,1854720,-0.0244233,0.6133455038070679,5184.97111082077,1695744,0.027203152,0.32983398,3584.277665,4.982095,786.29,333,0.025699243
415,1859200,-0.013184356,0.2930665612220764,5197.243774175644,1699840,0.028904442,0.3376709,3591.85843538,4.958726,786.29,330,0.030372787
416,1863680,-0.018189289,0.35036444664001465,5209.636181354523,1703936,0.029543374,0.34348145,3521.7476463600005,4.944445,769.74,328,0.0396296
417,1868160,-0.023876982,0.5896784663200378,5222.122184991837,1708032,0.028741827,0.33779296,3443.5002216200005,4.935016,753.33,324,0.029452037
418,1872640,-0.017734071,0.298423707485199,5234.732714176178,1712128,0.02912879,0.34309083,3476.1155240599996,4.911132,759.14,324,0.036504723
419,1877120,-0.0195494,0.4259362816810608,5247.3569531440735,1716224,0.029816926,0.33310547,3385.096364849999,4.9417024,737.9,325,0.040685404
420,1881600,-0.019988786,0.45786088705062866,5259.950843572617,1720320,0.029230585,0.3371094,3392.7461450900005,4.9850817,738.11,319,0.034667484
421,1886080,-0.022070456,0.5672095715999603,5272.761292219162,1724416,0.030641641,0.33757323,3178.04402324,5.020317,692.27,318,0.045010634
422,1890560,-0.019069243,0.45606935024261475,5285.635259151459,1728512,0.026401037,0.3220459,3195.1178026599996,5.019888,694.48,319,0.03080071
423,1895040,-0.01709994,0.4618886709213257,5298.444006681442,1732608,0.028268978,0.3347168,3286.6819219500003,5.0184608,711.75,321,0.030486116
424,1899520,-0.018327806,0.42679643630981445,5311.167272806168,1736704,0.029771391,0.3305664,3397.7034144500008,5.0229263,733.45,325,0.037712846
425,1904000,-0.020881427,0.46349668502807617,5323.746465444565,1740800,0.029950697,0.3536377,3474.0309863999996,5.0317125,748.12,327,0.030134339
426,1908480,-0.017667433,0.3727439045906067,5336.246505737305,1744896,0.03140388,0.35881346,3525.8466298599997,5.021187,758.2,332,0.034543954
427,1912960,-0.016399007,0.4775694012641907,5348.562466621399,1748992,0.02813987,0.33874512,3542.17066422,5.0195804,760.79,329,0.029684063
428,1917440,-0.022915263,0.5457340180873871,5361.010854959488,1753088,0.027140519,0.32700196,3407.07382538,5.0349226,732.78,331,0.03609357
429,1921920,-0.015021918,0.42635953426361084,5373.369753360748,1757184,0.027834544,0.32827148,3345.34591646,5.0463305,720.9,334,0.038489737
430,1926400,-0.022365034,0.6291951835155487,5385.618880748749,1761280,0.025151243,0.31296387,3181.27557825,5.091914,687.36,328,0.037104454
431,1930880,-0.017865792,0.49620258808135986,5398.07288813591,1765376,0.030343652,0.34106445,3142.9001151600005,5.0837636,678.97,332,0.033811614
432,1935360,-0.019302767,0.5405488908290863,5410.391881942749,1769472,0.027842795,0.3366455,3066.2295386899996,5.0885515,662.22,327,0.035026036
433,1939840,-0.021544378,0.6289401352405548,5422.906358718872,1773568,0.031862836,0.3434326,3175.7747234399994,5.0761347,684.56,330,0.02624458
434,1944320,-0.0162782,0.36024796962738037,5435.30872631073,1777664,0.027410582,0.33125,3174.5329963800004,5.048089,683.75,326,0.03389462
435,1948800,-0.017130625,0.6425722241401672,5447.856520652771,1781760,0.025156572,0.3058838,3144.0701123900003,5.0280123,676.8,327,0.025902625
436,1953280,-0.018181602,0.31815606355667114,5460.358265161514,1785856,0.03104519,0.35803223,3236.8740422599994,5.027958,696.05,327,0.030376468
437,1957760,-0.017449124,0.3547289967536926,5472.867169857025,1789952,0.028372386,0.32915038,3280.8780746599996,5.030041,705.72,324,0.02803033
438,1962240,-0.020530347,0.47380363941192627,5485.500972270966,1794048,0.028081674,0.33220214,3327.9025214900003,5.0521364,715.95,326,0.039109893
439,1966720,-0.01720865,0.30788421630859375,5498.059081792831,1798144,0.02773134,0.33532715,3470.4258732199996,5.055711,745.39,327,0.028172467
440,1971200,-0.026806662,0.5780842900276184,5510.582828760147,1802240,0.03180697,0.3366211,3285.6960382800007,5.0403595,709.48,325,0.043749638
441,1975680,-0.024020264,0.6419699192047119,5523.177977323532,1806336,0.02720648,0.33007812,3123.80027621,5.045694,677.59,332,0.03734044
442,1980160,-0.014417027,0.4736345410346985,5535.486871004105,1810432,0.02826013,0.33708495,3149.7017711500002,5.0267067,683.73,325,0.025169605
443,1984640,-0.021933982,0.608930230140686,5548.0740275383,1814528,0.026909918,0.31599122,3043.65499006,5.0094824,661.86,327,0.040882025
444,1989120,-0.013835351,0.3210605978965759,5560.57019329071,1818624,0.029205482,0.34389648,3041.8660246799996,4.9772353,662.46,332,0.029221466
445,1993600,-0.023286128,0.6756802201271057,5572.888628482819,1822720,0.030190721,0.34204102,2987.6458313299995,4.951766,651.9,327,0.036029566
446,1998080,-0.0150413755,0.2477564811706543,5585.402010917664,1826816,0.027980914,0.3275879,3088.8548234499995,4.952265,672.91,330,0.029051995
447,2002560,-0.022309575,0.5752211213111877,5597.784568309784,1830912,0.026560161,0.3222168,3048.7129355799993,4.959836,666.29,335,0.043539878
448,2007040,-0.018144006,0.514943391084671,5609.992917299271,1835008,0.026167601,0.3187744,2993.48242684,4.966565,656.55,338,0.034105733
449,2011520,-0.01546111,0.49403882026672363,5622.0881090164185,1839104,0.029795414,0.3440918,3037.4482824,4.9938097,665.57,333,0.028076813
450,2016000,-0.0254583,0.650252640247345,5634.370557069778,1843200,0.029000368,0.33918458,2853.2614945699997,4.9993005,628.37,327,0.040379692
451,2020480,-0.02066328,0.5409639775753021,5646.860821723938,1847296,0.031077351,0.34907228,2783.57126697,4.9899783,615.13,323,0.03406812
452,2024960,-0.019033493,0.37804561853408813,5659.541104793549,1851392,0.028060038,0.3309082,2734.71121553,4.980137,605.47,324,0.031809
453,2029440,-0.025857162,0.7204059958457947,5672.163102388382,1855488,0.02719232,0.3317383,2739.3356251,4.951724,606.82,327,0.021797713
454,2033920,-0.022231892,0.61136394739151,5684.669964313507,1859584,0.0289854,0.33459473,2669.54342481,4.9031262,592.18,330,0.041038446
455,2038400,-0.018258179,0.3651028871536255,5697.067195653915,1863680,0.028850919,0.33825684,2786.33316348,4.8919883,615.68,328,0.026492968
456,2042880,-0.016915707,0.5652361810207367,5709.535164117813,1867776,0.028233374,0.33356935,2758.9054109799995,4.899844,610.35,332,0.032341667
457,2047360,-0.023523979,0.6570663452148438,5721.867673158646,1871872,0.030417483,0.3395996,2848.3629050200007,4.880307,628.03,335,0.027609821
458,2051840,-0.022636939,0.49840253591537476,5734.078919887543,1875968,0.036292523,0.37436524,2860.43853542,4.850866,630.12,338,0.03723979
459,2056320,-0.02402078,0.6787004172801971,5746.166469573975,1880064,0.02907544,0.34233397,2906.2612087500006,4.81161,639.42,333,0.02696135
460,2060800,-0.024214955,0.5319707989692688,5758.456920862198,1884160,0.029521685,0.34501952,2918.8988834,4.7814417,641.81,327,0.036059234
461,2065280,-0.0182154,0.26430171728134155,5770.947504281998,1888256,0.032001857,0.36743164,3000.10762986,4.76784,658.09,330,0.031089839
462,2069760,-0.021814238,0.5988430976867676,5783.3556797504425,1892352,0.031021103,0.35095215,3001.33746761,4.783068,657.81,326,0.0325387
463,2074240,-0.018741708,0.5957750678062439,5795.917084932327,1896448,0.030412555,0.34335938,3018.6238362800004,4.7990527,660.7,329,0.026279142
464,2078720,-0.020933712,0.3608325719833374,5808.361102104187,1900544,0.028927933,0.34262696,3161.7204307800007,4.7769394,688.86,329,0.027887832
465,2083200,-0.018188981,0.5394363403320312,5820.788166046143,1904640,0.02993753,0.35500488,3214.70103109,4.7347126,698.89,325,0.029630521
466,2087680,-0.018153321,0.5404040217399597,5833.358100414276,1908736,0.028722432,0.3433838,3234.5340120899996,4.710244,701.98,325,0.028956344
467,2092160,-0.020696774,0.6412801444530487,5845.926116943359,1912832,0.031161014,0.36279297,3299.63143712,4.685881,713.65,328,0.028027091
468,2096640,-0.01999068,0.5240619778633118,5858.381254434586,1916928,0.032202005,0.35961914,3418.52754208,4.6758866,737.7,327,0.034925286
469,2101120,-0.016317999,0.2893400192260742,5870.898141860962,1921024,0.032560706,0.36296386,3510.6059582599996,4.68497,755.38,331,0.030966613
470,2105600,-0.022394847,0.6428051292896271,5883.239632606506,1925120,0.029189527,0.335083,3380.34601649,4.6923614,727.35,328,0.03507402
471,2110080,-0.018616037,0.5058307349681854,5895.726939678192,1929216,0.032651544,0.3675293,3478.36984901,4.6992817,745.21,331,0.033586133
472,2114560,-0.023599055,0.5325489342212677,5908.088798522949,1933312,0.032135777,0.35231933,3504.63614964,4.6951246,749.32,328,0.037074994
473,2119040,-0.018573781,0.5671339631080627,5920.54332113266,1937408,0.032928474,0.36984864,3476.04189609,4.7184687,740.93,330,0.034908675
474,2123520,-0.019835133,0.53403639793396,5932.930663585663,1941504,0.03174996,0.35651857,3516.700302060001,4.6904993,747.23,333,0.02994169
475,2128000,-0.016315445,0.6126322150230408,5945.195019721985,1945600,0.0325836,0.36887208,3559.40287285,4.6688943,754.34,327,0.024278091
476,2132480,-0.018690385,0.5970078706741333,5957.688070058823,1949696,0.033127427,0.36708984,3609.40394845,4.6600847,762.38,328,0.02961051
477,2136960,-0.020020261,0.6420885324478149,5970.151421785355,1953792,0.03096968,0.35805663,3618.4873244299997,4.652482,762.79,333,0.028697336
478,2141440,-0.016078869,0.29011934995651245,5982.447571277618,1957888,0.031801734,0.35888672,3742.9045488,4.62292,784.94,330,0.040722538
479,2145920,-0.019911967,0.6693411767482758,5994.845046281815,1961984,0.031024784,0.3515625,3730.96205925,4.602532,779.72,342,0.026406989
480,2150400,-0.015929785,0.4949207305908203,6006.81783413887,1966080,0.0299389,0.34995118,3688.7991460399994,4.591935,769.09,346,0.03027232
481,2154880,-0.019766696,0.6358225643634796,6018.6463742256165,1970176,0.030751761,0.35090333,3654.8228714300003,4.611503,760.71,346,0.03833238
482,2159360,-0.019953262,0.48539024591445923,6030.480427503586,1974272,0.028823713,0.33757323,3646.8314529799995,4.6428604,757.77,344,0.027123978
483,2163840,-0.021419484,0.5761409997940063,6042.3871104717255,1978368,0.03548528,0.3861328,3591.25980265,4.639459,745.26,344,0.036297064
484,2168320,-0.021481752,0.5132799744606018,6054.269325017929,1982464,0.033423327,0.3638916,3587.3719599499996,4.6351066,743.09,344,0.034551866
485,2172800,-0.018244732,0.5274995565414429,6066.144414901733,1986560,0.030913418,0.35898438,3590.1766036699996,4.6000004,742.47,340,0.030182734
486,2177280,-0.015634123,0.49321508407592773,6078.156816005707,1990656,0.03218267,0.36569825,3594.5724443699996,4.5692067,741.21,338,0.038420387
487,2181760,-0.020537194,0.5584450662136078,6090.253806591034,1994752,0.032740742,0.3629883,3585.7278423499997,4.5703254,737.5,346,0.028005237
488,2186240,-0.022126691,0.7475470900535583,6102.081214427948,1998848,0.032194808,0.363916,3610.6632195699995,4.5770106,741.56,343,0.021960987
489,2190720,-0.0153915975,0.5692102313041687,6114.007014513016,2002944,0.03315423,0.36469728,3710.8399233799996,4.5463552,759.84,346,0.031780906
490,2195200,-0.017560666,0.5032548904418945,6125.8314888477325,2007040,0.035735287,0.37158203,3753.11398084,4.543749,765.95,350,0.03520928
491,2199680,-0.019562399,0.4517056345939636,6137.5346693992615,2011136,0.035929363,0.37966308,3793.252229609999,4.517643,771.94,345,0.03330294
492,2204160,-0.012473133,0.33481502532958984,6149.398061037064,2015232,0.03191604,0.36040038,3854.3834840499994,4.4806623,782.86,346,0.03950674
493,2208640,-0.016869362,0.3816472887992859,6161.227439880371,2019328,0.032279063,0.36364746,3903.41307516,4.456868,790.84,348,0.031181877
494,2213120,-0.018492319,0.654143899679184,6172.968702316284,2023424,0.033505842,0.37153322,3901.39064316,4.43768,789.09,345,0.027408581
495,2217600,-0.01372003,0.31885629892349243,6184.836181640625,2027520,0.033197545,0.37321776,3933.3569377600006,4.4577837,794.2,348,0.033486214
496,2222080,-0.018947782,0.5879210829734802,6196.584377288818,2031616,0.031800188,0.36450195,3983.8600843299996,4.4644375,803.02,345,0.024551647
497,2226560,-0.016507639,0.47412365674972534,6208.437364578247,2035712,0.036048494,0.3791992,4028.4034854599995,4.4680753,811.23,345,0.029548252
498,2231040,-0.016238872,0.4710984230041504,6220.301031112671,2039808,0.032643132,0.36210936,3989.85669848,4.458476,802.91,344,0.040442683
499,2235520,-0.01723836,0.3617219924926758,6232.182319879532,2043904,0.035567395,0.3848877,4074.54259896,4.448792,818.86,355,0.030698622
500,2240000,-0.014112647,0.36315834522247314,6243.704138278961,2048000,0.030729055,0.3539795,4101.66249442,4.463585,823.89,376,0.031120528
501,2244480,-0.02010502,0.5573710501194,6254.571652412415,2052096,0.030572763,0.34968263,4130.3426239,4.4646554,828.99,380,0.035454683
502,2248960,-0.013565545,0.30684494972229004,6265.3400621414185,2056192,0.03582549,0.38300782,4269.997753159999,4.436984,854.44,374,0.033090193
503,2253440,-0.019258786,0.64528027176857,6276.285869836807,2060288,0.03392991,0.37438965,4225.29684028,4.446723,846.07,372,0.02873058
504,2257920,-0.016617058,0.48816007375717163,6287.271324634552,2064384,0.030832285,0.3506592,4305.75876242,4.456317,860.84,374,0.027703572
505,2262400,-0.020196151,0.6113539338111877,6298.205801725388,2068480,0.030143892,0.3446289,4328.24080617,4.4577303,864.37,376,0.0213722
506,2266880,-0.018293694,0.5789254009723663,6309.07266664505,2072576,0.035733826,0.38115233,4366.64879507,4.433564,870.54,382,0.028999966
507,2271360,-0.01864909,0.5669523775577545,6319.789399862289,2076672,0.035789352,0.3699463,4357.3180247400005,4.437182,868.45,382,0.038951065
508,2275840,-0.015606674,0.5723917782306671,6330.5085117816925,2080768,0.033584286,0.36955565,4363.31905282,4.4429903,869.56,382,0.025988799
509,2280320,-0.011615293,0.27822136878967285,6341.208892583847,2084864,0.032768577,0.3593506,4421.31962006,4.448928,879.91,380,0.04176853
510,2284800,-0.010983571,0.3111863136291504,6351.961059331894,2088960,0.037938505,0.378125,4477.30658332,4.483682,889.75,380,0.032779265
511,2289280,-0.018564783,0.5313710272312164,6362.740067720413,2093056,0.038636774,0.37678224,4496.6825269500005,4.482975,893.4,380,0.02523635
512,2293760,-0.015695626,0.3218710422515869,6373.503080606461,2097152,0.03574598,0.37438965,4511.291549450001,4.4845743,895.67,379,0.03298845
513,2298240,-0.014793364,0.5355368256568909,6384.287451505661,2101248,0.033251397,0.36306152,4544.174807390001,4.457789,902.41,380,0.031410523
514,2302720,-0.014233964,0.2672075629234314,6395.045639514923,2105344,0.030398676,0.34450683,4584.20506741,4.454032,910.36,379,0.03296899
515,2307200,-0.019568022,0.6508812010288239,6405.84205365181,2109440,0.03484149,0.3627197,4377.536758159999,4.488345,872.45,379,0.039191056
516,2311680,-0.018591786,0.2785991430282593,6416.63161110878,2113536,0.0320507,0.36125487,4396.744914919999,4.491056,876.25,378,0.03290554
517,2316160,-0.013567463,0.2565767765045166,6427.459230661392,2117632,0.03348605,0.36433107,4398.93328151,4.4849014,877.35,370,0.033011675
518,2320640,-0.015102339,0.40969324111938477,6438.506746292114,2121728,0.03310193,0.36401367,4356.62075387,4.4980254,870.52,381,0.035824947
519,2325120,-0.016870847,0.2735082507133484,6449.23833489418,2125824,0.031241238,0.34313965,4350.840338309999,4.5267353,870.52,378,0.030333215
520,2329600,-0.018303383,0.48994505405426025,6460.05536198616,2129920,0.031042662,0.3500244,4341.33022234,4.541192,869.55,374,0.03684165
521,2334080,-0.013373954,0.2929980754852295,6470.980000734329,2134016,0.031834282,0.35769042,4366.64654988,4.5509768,875.15,376,0.031164095
522,2338560,-0.014399132,0.26969361305236816,6481.8597066402435,2138112,0.033452,0.3683838,4427.234852469999,4.5546675,887.02,379,0.030681495
523,2343040,-0.0127175,0.2835891842842102,6492.660819530487,2142208,0.033495586,0.36162108,4424.67485505,4.5438166,887.02,378,0.032048203
524,2347520,-0.0126714455,0.27067339420318604,6503.472376346588,2146304,0.03249292,0.3678955,4429.77092387,4.550957,888.16,380,0.032072816
525,2352000,-0.016544288,0.3583124279975891,6514.241088151932,2150400,0.037461553,0.37824708,4420.747627130001,4.5462675,886.08,383,0.035209276
526,2356480,-0.019180985,0.5027054846286774,6524.9288148880005,2154496,0.032453813,0.36660156,4399.61819102,4.539605,882.34,366,0.02951181
527,2360960,-0.019433465,0.5568329095840454,6536.098171949387,2158592,0.032395396,0.36228028,4377.41934974,4.535047,878.89,357,0.02455746
528,2365440,-0.01576936,0.5013300776481628,6547.542607545853,2162688,0.031410106,0.3529541,4392.919271809999,4.527282,882.38,375,0.03314985
529,2369920,-0.019943174,0.6842706203460693,6558.441337585449,2166784,0.034483906,0.35913086,4199.55474559,4.514348,846.55,379,0.042216573
530,2374400,-0.022520585,0.8033622950315475,6569.224044799805,2170880,0.031302024,0.355542,4049.197017520001,4.4983287,818.37,378,0.021848228
531,2378880,-0.015695184,0.7019235491752625,6580.049907445908,2174976,0.034425214,0.3671875,3955.7007324600004,4.4925866,800.61,380,0.02754815
532,2383360,-0.015280786,0.7220607697963715,6590.806569099426,2179072,0.031095317,0.34094238,3758.32452489,4.507949,763.2,376,0.032013852
533,2387840,-0.022482796,0.8173713237047195,6601.693648338318,2183168,0.031920694,0.35100096,3540.9348670199997,4.4864798,721.87,385,0.03221562
534,2392320,-0.020486359,0.7526410073041916,6612.32694029808,2187264,0.031669453,0.36120605,3329.4967812500004,4.4605813,681.16,380,0.033471018
535,2396800,-0.020700527,0.7743674963712692,6623.086640119553,2191360,0.031466737,0.35568848,3177.3421357,4.4432597,650.71,381,0.024172103
536,2401280,-0.020752978,0.881748378276825,6633.830195426941,2195456,0.031978104,0.36860353,3182.5013983299996,4.4479165,650.83,378,0.013799314
537,2405760,-0.010991717,0.5505119860172272,6644.665663719177,2199552,0.031696614,0.34487304,3069.21382047,4.461148,627.7,376,0.038750205
538,2410240,-0.020298246,0.7166106104850769,6655.53523516655,2203648,0.03815046,0.39492187,2983.4265517,4.4801455,610.26,376,0.030325536
539,2414720,-0.019348625,0.5289844572544098,6666.401317119598,2207744,0.0342572,0.38146973,2934.48079393,4.4785132,599.55,379,0.038894795
540,2419200,-0.022684041,0.7755202949047089,6677.198862791061,2211840,0.034738656,0.37504882,2833.5145102399997,4.4605675,579.68,383,0.027175203
541,2423680,-0.023318041,0.7253400683403015,6687.892157077789,2215936,0.032883827,0.3584717,2789.55466133,4.4473214,571.1,377,0.027050246
542,2428160,-0.013219677,0.30009347200393677,6698.730881929398,2220032,0.032064438,0.3544922,2830.5624725899997,4.4270988,578.74,377,0.03385206
543,2432640,-0.021212082,0.5042069852352142,6709.587398767471,2224128,0.032993555,0.36906737,2910.07760396,4.412178,593.77,375,0.037574887
544,2437120,-0.017945174,0.6207182705402374,6720.495217561722,2228224,0.034469955,0.37453613,2961.12615255,4.4066324,603.42,378,0.02920715
545,2441600,-0.01346875,0.4220970869064331,6731.303344488144,2232320,0.03872467,0.38469237,3045.3742645899993,4.384542,619.21,377,0.036458805
546,2446080,-0.012415672,0.28288644552230835,6742.1447241306305,2236416,0.033907156,0.37641603,3108.4710809099993,4.379888,631.25,379,0.032465354
547,2450560,-0.021121474,0.638172060251236,6752.929634571075,2240512,0.03506048,0.37368163,3151.32559925,4.3749604,640.17,376,0.03182748
548,2455040,-0.017727673,0.5771840512752533,6763.816080331802,2244608,0.03221216,0.36708984,3233.922828479999,4.38933,655.57,380,0.027365621
549,2459520,-0.01861044,0.5516389012336731,6774.579854011536,2248704,0.03094925,0.346167,3401.1807433100003,4.3704205,686.17,375,0.037090473
550,2464000,-0.015843717,0.4790576100349426,6785.495318412781,2252800,0.03227999,0.35458985,3499.6656382799997,4.3787584,704.36,377,0.032219496
551,2468480,-0.021026954,0.6569191515445709,6796.338433265686,2256896,0.03304846,0.3590576,3619.5496084999995,4.368662,726.35,379,0.034228645
552,2472960,-0.018772889,0.6363920569419861,6807.14583158493,2260992,0.033715762,0.36818847,3701.7360993899993,4.34465,741.41,379,0.028838541
553,2477440,-0.020688754,0.6346617043018341,6817.940186262131,2265088,0.039383635,0.3774658,3734.36209161,4.339555,746.87,379,0.032064725
554,2481920,-0.015435298,0.34742945432662964,6828.723227977753,2269184,0.034846164,0.37189943,3830.7711188899993,4.309976,764.4,378,0.031972438
555,2486400,-0.01973081,0.48833179473876953,6839.555869102478,2273280,0.03474582,0.38408202,3795.1123652099986,4.2569203,757.79,373,0.038069345
556,2490880,-0.016823243,0.5682676732540131,6850.517382621765,2277376,0.032026093,0.35722655,3879.1751076299993,4.2307024,773.56,373,0.03036432
557,2495360,-0.016371453,0.28590476512908936,6861.476780176163,2281472,0.035323925,0.38444823,3907.2125600400004,4.2230425,779.22,377,0.03326374
558,2499840,-0.013562898,0.2948702573776245,6872.32638669014,2285568,0.035004277,0.37663573,4019.4692866200003,4.236338,800.43,382,0.03210906
559,2504320,-0.011974369,0.24081462621688843,6883.025629997253,2289664,0.035100065,0.3791504,4075.8704656900004,4.247005,811.02,382,0.034027822
560,2508800,-0.01634187,0.3296447992324829,6893.734124422073,2293760,0.034506775,0.3753418,4173.768107010001,4.242845,829.17,381,0.03417032
561,2513280,-0.018699838,0.63681760430336,6904.479023218155,2297856,0.036342286,0.38293457,4220.10368585,4.2507973,837.51,378,0.028324392
562,2517760,-0.018351672,0.5930230021476746,6915.303194522858,2301952,0.03674468,0.38691407,4204.14097828,4.2425237,833.74,380,0.0243552
563,2522240,-0.017343262,0.6307209432125092,6926.077283143997,2306048,0.033145156,0.36875,4200.70186915,4.2633705,831.83,376,0.032880105
564,2526720,-0.01840975,0.6265555918216705,6936.954749107361,2310144,0.033646613,0.3765381,4196.301937609999,4.3044505,830.1,379,0.0290646
565,2531200,-0.016984547,0.7499285936355591,6947.7495930194855,2314240,0.03368488,0.3689209,4165.97892643,4.3069987,824.18,376,0.029502194
566,2535680,-0.021160405,0.6451908648014069,6958.629728078842,2318336,0.0364465,0.3725342,4043.0124427599994,4.3177624,799.3,380,0.02953203
567,2540160,-0.020130757,0.6991312801837921,6969.402565002441,2322432,0.033499468,0.37316895,3997.76969859,4.321988,789.88,376,0.03283813
568,2544640,-0.023035835,0.7224321663379669,6980.291826963425,2326528,0.035816494,0.3864746,3931.8965889400006,4.292761,776.88,376,0.028728133
569,2549120,-0.01415517,0.655912846326828,6991.175608634949,2330624,0.03552199,0.37973633,3971.20584415,4.269532,783.69,378,0.028390128
570,2553600,-0.01625947,0.600116103887558,7001.987724304199,2334720,0.033814356,0.37060547,3969.394946670001,4.2774506,783.48,382,0.027598534
571,2558080,-0.0141910035,0.5508286356925964,7012.706084251404,2338816,0.036982868,0.38129884,3973.839848080001,4.267291,784.57,378,0.033835918
572,2562560,-0.019759603,0.6814266741275787,7023.528249740601,2342912,0.034168094,0.37270507,4018.5694660799995,4.275552,792.23,380,0.028766755
573,2567040,-0.014650201,0.36909013986587524,7034.308310985565,2347008,0.032832265,0.363916,4048.64516825,4.2892804,797.09,376,0.040372882
574,2571520,-0.021148,0.8772175312042236,7045.185973644257,2351104,0.033045404,0.3565918,3975.6374516100013,4.2593393,782.31,381,0.014362991
575,2576000,-0.015634704,0.30267906188964844,7055.930833816528,2355200,0.036353327,0.38952637,4103.218011339999,4.2162747,804.33,376,0.042395703
576,2580480,-0.015667167,0.6530467867851257,7066.820765972137,2359296,0.032538954,0.36604005,4090.5711705900003,4.195417,800.81,377,0.023250606
577,2584960,-0.015850138,0.49422532320022583,7077.683473825455,2363392,0.037563063,0.3843994,4065.58846262,4.1834617,795.52,380,0.03347952
578,2589440,-0.016890429,0.6759406924247742,7088.434927940369,2367488,0.03438685,0.3717285,3945.3536528300006,4.170961,772.37,379,0.03212297
579,2593920,-0.017664,0.24635791778564453,7099.224718809128,2371584,0.03747723,0.3991211,3951.95161904,4.1544447,772.37,382,0.040100787
580,2598400,-0.015275374,0.5815586149692535,7109.935389757156,2375680,0.034905806,0.38391113,3980.42565188,4.1613593,776.29,379,0.03207501
581,2602880,-0.015574406,0.35092419385910034,7120.724877119064,2379776,0.037837986,0.38879395,4004.4262625100005,4.2035246,780.0,380,0.03156703
582,2607360,-0.017972073,0.6234062612056732,7131.494590759277,2383872,0.034537833,0.38027343,4087.26138107,4.2009363,795.36,376,0.03227551
583,2611840,-0.01606756,0.45465171337127686,7142.386480808258,2387968,0.034828104,0.38271484,4118.72422097,4.202417,801.24,378,0.027149582
584,2616320,-0.012502755,0.31899672746658325,7153.214359998703,2392064,0.038846564,0.3861328,4184.18167966,4.1930895,813.58,377,0.03345757
